DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,AIRPORT_NAME,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,
11697,1169706,32467,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Fort Lauderdale, FL",FL,12,Florida,33,
11721,1172105,31721,FNT,"Flint, MI: Bishop International","Flint, MI",MI,26,Michigan,43,
11977,1197705,31977,GRB,"Green Bay, WI: Green Bay Austin Straubel International","Green Bay, WI",WI,55,Wisconsin,45,
12003,1200305,31895,GTF,"Great Falls, MT: Great Falls International","Great Falls, MT",MT,30,Montana,84,
12007,1200704,30894,GTR,"Columbus, MS: Golden Triangle Regional","Columbus, MS",MS,28,Mississippi,53,
12012,1201205,32012,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional","Gunnison, CO",CO,08,Colorado,82,
12156,1215605,32156,HLN,"Helena, MT: Helena Regional","Helena, MT",MT,30,Montana,84,
12173,1217305,32134,HNL,"Honolulu, HI: Daniel K Inouye International","Honolulu, HI",HI,15,Hawaii,2,
12177,1217705,32177,HOB,"Hobbs, NM: Lea County Regional","Hobbs, NM",NM,35,New Mexico,86,
12206,1220605,32206,HRL,"Harlingen/San Benito, TX: Valley International","Harlingen/San Benito, TX",TX,48,Texas,74,
12265,1226505,32265,IAG,"Niagara Falls, NY: Niagara Falls International","Niagara Falls, NY",NY,36,New York,22,
12278,1227805,30928,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National","Wichita, KS",KS,20,Kansas,62,
12323,1232305,32323,ILM,"Wilmington, NC: Wilmington International","Wilmington, NC",NC,37,North Carolina,36,
12343,1234305,32343,INL,"International Falls, MN: Falls International Einarson Field","International Falls, MN",MN,27,Minnesota,63,
12448,1244807,32448,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International","Jackson/Vicksburg, MS",MS,28,Mississippi,53,
12478,1247805,31703,JFK,"New York, NY: John F. Kennedy International","New York, NY",NY,36,New York,22,
12523,1252306,32523,JNU,"Juneau, AK: Juneau International","Juneau, AK",AK,02,Alaska,1,
12758,1275804,32758,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole","Kona, HI",HI,15,Hawaii,2,
12892,1289208,32575,LAX,"Los Angeles, CA: Los Angeles International","Los Angeles, CA",CA,06,California,91,
12896,1289607,32896,LBB,"Lubbock, TX: Lubbock Preston Smith International","Lubbock, TX",TX,48,Texas,74,
12898,1289806,32898,LBE,"Latrobe, PA: Arnold Palmer Regional","Latrobe, PA",PA,42,Pennsylvania,23,
12951,1295106,32951,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field","Lafayette, LA",LA,22,Louisiana,72,
12953,1295304,31703,LGA,"New York, NY: LaGuardia","New York, NY",NY,36,New York,22,
12954,1295406,32575,LGB,"Long Beach, CA: Long Beach Airport","Long Beach, CA",CA,06,California,91,
12992,1299206,32600,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Little Rock, AR",AR,05,Arkansas,71,
13061,1306106,33038,LRD,"Laredo, TX: Laredo International","Laredo, TX",TX,48,Texas,74,
13076,1307605,33076,LSE,"La Crosse, WI: La Crosse Regional","La Crosse, WI",WI,55,Wisconsin,45,
13158,1315805,33158,MAF,"Midland/Odessa, TX: Midland International Air and Space Port","Midland/Odessa, TX",TX,48,Texas,74,
13342,1334207,33342,MKE,"Milwaukee, WI: General Mitchell International","Milwaukee, WI",WI,55,Wisconsin,45,
13367,1336705,33367,MLI,"Moline, IL: Quad City International","Moline, IL",IL,17,Illinois,41,
13476,1347605,34922,MRY,"Monterey, CA: Monterey Regional","Monterey, CA",CA,06,California,91,
13495,1349505,33495,MSY,"New Orleans, LA: Louis Armstrong New Orleans International","New Orleans, LA",LA,22,Louisiana,72,
13796,1379608,32457,OAK,"Oakland, CA: Metropolitan Oakland International","Oakland, CA",CA,06,California,91,
13873,1387305,33873,OME,"Nome, AK: Nome Airport","Nome, AK",AK,02,Alaska,1,
13930,1393006,30977,ORD,"Chicago, IL: Chicago O'Hare International","Chicago, IL",IL,17,Illinois,41,
13933,1393305,33933,ORH,"Worcester, MA: Worcester Regional","Worcester, MA",MA,25,Massachusetts,13,
13970,1397005,33970,OTZ,"Kotzebue, AK: Ralph Wien Memorial","Kotzebue, AK",AK,02,Alaska,1,
14100,1410005,34100,PHL,"Philadelphia, PA: Philadelphia International","Philadelphia, PA",PA,42,Pennsylvania,23,
14193,1419306,33728,PNS,"Pensacola, FL: Pensacola International","Pensacola, FL",FL,12,Florida,33,
14222,1422206,34222,PPG,"Pago Pago, TT: Pago Pago International","Pago Pago, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,
14254,1425404,34254,PSE,"Ponce, PR: Mercedita","Ponce, PR",PR,72,Puerto Rico,3,
14256,1425605,34256,PSG,"Petersburg, AK: Petersburg James A Johnson","Petersburg, AK",AK,02,Alaska,1,
14288,1428805,34288,PUB,"Pueblo, CO: Pueblo Memorial","Pueblo, CO",CO,08,Colorado,82,
14307,1430705,30721,PVD,"Providence, RI: Theodore Francis Green State","Providence, RI",RI,44,Rhode Island,15,
14321,1432105,34321,PWM,"Portland, ME: Portland International Jetport","Portland, ME",ME,23,Maine,12,
14574,1457405,34574,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field","Roanoke, VA",VA,51,Virginia,38,
14576,1457606,34576,ROC,"Rochester, NY: Greater Rochester International","Rochester, NY",NY,36,New York,22,
14588,1458804,34588,ROW,"Roswell, NM: Roswell International Air Center","Roswell, NM",NM,35,New Mexico,86,
14683,1468305,33214,SAT,"San Antonio, TX: San Antonio International","San Antonio, TX",TX,48,Texas,74,
14696,1469608,34696,SBN,"South Bend, IN: South Bend International","South Bend, IN",IN,18,Indiana,42,
14709,1470904,30073,SCC,"Deadhorse, AK: Deadhorse Airport","Deadhorse, AK",AK,02,Alaska,1,
14711,1471105,34711,SCE,"State College, PA: University Park","State College, PA",PA,42,Pennsylvania,23,
14771,1477104,32457,SFO,"San Francisco, CA: San Francisco International","San Francisco, CA",CA,06,California,91,
14794,1479405,34794,SGU,"St. George, UT: St George Regional","St. George, UT",UT,49,Utah,87,
14828,1482805,34828,SIT,"Sitka, AK: Sitka Rocky Gutierrez","Sitka, AK",AK,02,Alaska,1,
14831,1483106,32457,SJC,"San Jose, CA: Norman Y. Mineta San Jose International","San Jose, CA",CA,06,California,91,
14843,1484306,34819,SJU,"San Juan, PR: Luis Munoz Marin International","San Juan, PR",PR,72,Puerto Rico,3,
15016,1501606,31123,STL,"St. Louis, MO: St Louis Lambert International","St. Louis, MO",MO,29,Missouri,64,
15023,1502305,34433,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County","Santa Rosa, CA",CA,06,California,91,
15074,1507402,35074,SWO,"Stillwater, OK: Stillwater Regional","Stillwater, OK",OK,40,Oklahoma,73,
15249,1524906,35249,TLH,"Tallahassee, FL: Tallahassee International","Tallahassee, FL",FL,12,Florida,33,
15323,1532305,35323,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities","Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,
15380,1538005,35380,TVC,"Traverse City, MI: Cherry Capital","Traverse City, MI",MI,26,Michigan,43,
15412,1541205,35412,TYS,"Knoxville, TN: McGhee Tyson","Knoxville, TN",TN,47,Tennessee,54,
15454,1545405,35454,UIN,"Quincy, IL: Quincy Regional-Baldwin Field","Quincy, IL",IL,17,Illinois,41,
15624,1562404,31504,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach","Valparaiso, FL",FL,12,Florida,33,
15919,1591904,31834,XNA,"Fayetteville, AR: Northwest Arkansas Regional","Fayetteville, AR",AR,05,Arkansas,71,
10136,1013603,30136,ABI,"Abilene, TX: Abilene Regional","Abilene, TX",TX,48,Texas,74,
10141,1014103,30141,ABR,"Aberdeen, SD: Aberdeen Regional","Aberdeen, SD",SD,46,South Dakota,67,
10590,1059003,30590,IFP,"Bullhead City, AZ: Laughlin/Bullhead International","Bullhead City, AZ",AZ,04,Arizona,81,
12892,1289204,32575,LAX,"Los Angeles, CA: Los Angeles International","Los Angeles, CA",CA,06,California,91,
13158,1315802,33158,MAF,"Midland/Odessa, TX: Midland International Air and Space Port","Midland/Odessa, TX",TX,48,Texas,74,
15401,1540103,35401,TXK,"Texarkana, AR: Texarkana Regional-Webb Field","Texarkana, AR",AR,05,Arkansas,71,
10728,1072804,30728,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional","Beaumont/Port Arthur, TX",TX,48,Texas,74,
11905,1190502,31905,GGG,"Longview, TX: East Texas Regional","Longview, TX",TX,48,Texas,74,
15048,1504803,35048,SUX,"Sioux City, IA: Sioux Gateway/Col. Bud Day Field","Sioux City, IA",IA,19,Iowa,61,
10135,1013504,30135,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International","Allentown/Bethlehem/Easton, PA",PA,42,Pennsylvania,23,
10140,1014004,30140,ABQ,"Albuquerque, NM: Albuquerque International Sunport","Albuquerque, NM",NM,35,New Mexico,86,
10141,1014105,30141,ABR,"Aberdeen, SD: Aberdeen Regional","Aberdeen, SD",SD,46,South Dakota,67,
10157,1015705,30157,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County","Arcata/Eureka, CA",CA,06,California,91,
10165,1016505,30165,ADK,"Adak Island, AK: Adak","Adak Island, AK",AK,02,Alaska,1,
10170,1017003,30070,ADQ,"Kodiak, AK: Kodiak Airport","Kodiak, AK",AK,02,Alaska,1,
10299,1029905,30299,ANC,"Anchorage, AK: Ted Stevens Anchorage International","Anchorage, AK",AK,02,Alaska,1,
10372,1037204,30372,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field","Aspen, CO",CO,08,Colorado,82,
10397,1039706,30397,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International","Atlanta, GA",GA,13,Georgia,34,
10408,1040804,30408,ATW,"Appleton, WI: Appleton International","Appleton, WI",WI,55,Wisconsin,45,
10431,1043104,30431,AVL,"Asheville, NC: Asheville Regional","Asheville, NC",NC,37,North Carolina,36,
10434,1043404,30434,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International","Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,
10529,1052905,30529,BDL,"Hartford, CT: Bradley International","Hartford, CT",CT,09,Connecticut,11,
10577,1057704,30577,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field","Binghamton, NY",NY,36,New York,22,
10590,1059005,30590,IFP,"Bullhead City, AZ: Laughlin/Bullhead International","Bullhead City, AZ",AZ,04,Arizona,81,
10739,1073906,30739,BRD,"Brainerd, MN: Brainerd Lakes Regional","Brainerd, MN",MN,27,Minnesota,63,
10747,1074704,30747,BRO,"Brownsville, TX: Brownsville South Padre Island International","Brownsville, TX",TX,48,Texas,74,
10754,1075404,30107,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial","Barrow, AK",AK,02,Alaska,1,
10781,1078104,30781,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","Baton Rouge, LA",LA,22,Louisiana,72,
10792,1079205,30792,BUF,"Buffalo, NY: Buffalo Niagara International","Buffalo, NY",NY,36,New York,22,
10821,1082105,30852,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall","Baltimore, MD",MD,24,Maryland,35,
10849,1084904,30849,BZN,"Bozeman, MT: Bozeman Yellowstone International","Bozeman, MT",MT,30,Montana,84,
10990,1099004,30990,CHO,"Charlottesville, VA: Charlottesville Albemarle","Charlottesville, VA",VA,51,Virginia,38,
11027,1102704,31027,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia","Clarksburg/Fairmont, WV",WV,54,West Virginia,39,
11042,1104204,30647,CLE,"Cleveland, OH: Cleveland-Hopkins International","Cleveland, OH",OH,39,Ohio,44,
11066,1106605,31066,CMH,"Columbus, OH: John Glenn Columbus International","Columbus, OH",OH,39,Ohio,44,
11111,1111104,32474,COU,"Columbia, MO: Columbia Regional","Columbia, MO",MO,29,Missouri,64,
11122,1112204,31122,CPR,"Casper, WY: Casper/Natrona County International","Casper, WY",WY,56,Wyoming,88,
11140,1114007,31140,CRP,"Corpus Christi, TX: Corpus Christi International","Corpus Christi, TX",TX,48,Texas,74,
11146,1114605,31146,CRW,"Charleston/Dunbar, WV: Yeager","Charleston/Dunbar, WV",WV,54,West Virginia,39,
11278,1127804,30852,DCA,"Washington, DC: Ronald Reagan Washington National","Washington, DC",VA,51,Virginia,38,
11298,1129805,30194,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","Dallas/Fort Worth, TX",TX,48,Texas,74,
11413,1141305,30285,DRO,"Durango, CO: Durango La Plata County","Durango, CO",CO,08,Colorado,82,
11423,1142305,31423,DSM,"Des Moines, IA: Des Moines International","Des Moines, IA",IA,19,Iowa,61,
11447,1144704,31447,DVL,"Devils Lake, ND: Devils Lake Regional","Devils Lake, ND",ND,38,North Dakota,66,
11503,1150304,31503,EGE,"Eagle, CO: Eagle County Regional","Eagle, CO",CO,08,Colorado,82,
11525,1152504,31525,EKO,"Elko, NV: Elko Regional","Elko, NV",NV,32,Nevada,85,
11540,1154004,30615,ELP,"El Paso, TX: El Paso International","El Paso, TX",TX,48,Texas,74,
11577,1157705,31577,ERI,"Erie, PA: Erie International/Tom Ridge Field","Erie, PA",PA,42,Pennsylvania,23,
11612,1161205,31612,EVV,"Evansville, IN: Evansville Regional","Evansville, IN",IN,18,Indiana,42,
11638,1163806,31638,FAT,"Fresno, CA: Fresno Yosemite International","Fresno, CA",CA,06,California,91,
11697,1169705,32467,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","Fort Lauderdale, FL",FL,12,Florida,33,
11719,1171902,31719,FNL,"Fort Collins/Loveland, CO: Northern Colorado Regional","Fort Collins/Loveland, CO",CO,08,Colorado,82,
11721,1172104,31721,FNT,"Flint, MI: Bishop International","Flint, MI",MI,26,Michigan,43,
11977,1197704,31977,GRB,"Green Bay, WI: Green Bay Austin Straubel International","Green Bay, WI",WI,55,Wisconsin,45,
12003,1200304,31895,GTF,"Great Falls, MT: Great Falls International","Great Falls, MT",MT,30,Montana,84,
12007,1200703,30894,GTR,"Columbus, MS: Golden Triangle Regional","Columbus, MS",MS,28,Mississippi,53,
12156,1215604,32156,HLN,"Helena, MT: Helena Regional","Helena, MT",MT,30,Montana,84,
12173,1217304,32134,HNL,"Honolulu, HI: Daniel K Inouye International","Honolulu, HI",HI,15,Hawaii,2,
12177,1217704,32177,HOB,"Hobbs, NM: Lea County Regional","Hobbs, NM",NM,35,New Mexico,86,
12206,1220604,32206,HRL,"Harlingen/San Benito, TX: Valley International","Harlingen/San Benito, TX",TX,48,Texas,74,
12265,1226504,32265,IAG,"Niagara Falls, NY: Niagara Falls International","Niagara Falls, NY",NY,36,New York,22,
12278,1227804,30928,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National","Wichita, KS",KS,20,Kansas,62,
12323,1232304,32323,ILM,"Wilmington, NC: Wilmington International","Wilmington, NC",NC,37,North Carolina,36,
12343,1234304,32343,INL,"International Falls, MN: Falls International Einarson Field","International Falls, MN",MN,27,Minnesota,63,
12448,1244806,32448,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International","Jackson/Vicksburg, MS",MS,28,Mississippi,53,
12478,1247804,31703,JFK,"New York, NY: John F. Kennedy International","New York, NY",NY,36,New York,22,
12523,1252305,32523,JNU,"Juneau, AK: Juneau International","Juneau, AK",AK,02,Alaska,1,
12892,1289207,32575,LAX,"Los Angeles, CA: Los Angeles International","Los Angeles, CA",CA,06,California,91,
12896,1289606,32896,LBB,"Lubbock, TX: Lubbock Preston Smith International","Lubbock, TX",TX,48,Texas,74,
12898,1289805,32898,LBE,"Latrobe, PA: Arnold Palmer Regional","Latrobe, PA",PA,42,Pennsylvania,23,
12951,1295105,32951,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field","Lafayette, LA",LA,22,Louisiana,72,
12953,1295303,31703,LGA,"New York, NY: LaGuardia","New York, NY",NY,36,New York,22,
12954,1295405,32575,LGB,"Long Beach, CA: Long Beach Airport","Long Beach, CA",CA,06,California,91,
12992,1299205,32600,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","Little Rock, AR",AR,05,Arkansas,71,
13061,1306105,33038,LRD,"Laredo, TX: Laredo International","Laredo, TX",TX,48,Texas,74,
13076,1307604,33076,LSE,"La Crosse, WI: La Crosse Regional","La Crosse, WI",WI,55,Wisconsin,45,
13158,1315804,33158,MAF,"Midland/Odessa, TX: Midland International Air and Space Port","Midland/Odessa, TX",TX,48,Texas,74,
13342,1334206,33342,MKE,"Milwaukee, WI: General Mitchell International","Milwaukee, WI",WI,55,Wisconsin,45,
13367,1336704,33367,MLI,"Moline, IL: Quad City International","Moline, IL",IL,17,Illinois,41,
13476,1347604,34922,MRY,"Monterey, CA: Monterey Regional","Monterey, CA",CA,06,California,91,
13495,1349504,33495,MSY,"New Orleans, LA: Louis Armstrong New Orleans International","New Orleans, LA",LA,22,Louisiana,72,
13796,1379607,32457,OAK,"Oakland, CA: Metropolitan Oakland International","Oakland, CA",CA,06,California,91,
13873,1387304,33873,OME,"Nome, AK: Nome Airport","Nome, AK",AK,02,Alaska,1,
13930,1393005,30977,ORD,"Chicago, IL: Chicago O'Hare International","Chicago, IL",IL,17,Illinois,41,
13933,1393304,33933,ORH,"Worcester, MA: Worcester Regional","Worcester, MA",MA,25,Massachusetts,13,
13970,1397004,33970,OTZ,"Kotzebue, AK: Ralph Wien Memorial","Kotzebue, AK",AK,02,Alaska,1,
14100,1410004,34100,PHL,"Philadelphia, PA: Philadelphia International","Philadelphia, PA",PA,42,Pennsylvania,23,
14193,1419305,33728,PNS,"Pensacola, FL: Pensacola International","Pensacola, FL",FL,12,Florida,33,
14222,1422205,34222,PPG,"Pago Pago, TT: Pago Pago International","Pago Pago, TT",TT,75,U.S. Pacific Trust Territories and Possessions,5,
14256,1425604,34256,PSG,"Petersburg, AK: Petersburg James A Johnson","Petersburg, AK",AK,02,Alaska,1,
14307,1430704,30721,PVD,"Providence, RI: Theodore Francis Green State","Providence, RI",RI,44,Rhode Island,15,
14321,1432104,34321,PWM,"Portland, ME: Portland International Jetport","Portland, ME",ME,23,Maine,12,
14574,1457404,34574,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field","Roanoke, VA",VA,51,Virginia,38,
14576,1457605,34576,ROC,"Rochester, NY: Greater Rochester International","Rochester, NY",NY,36,New York,22,
14588,1458803,34588,ROW,"Roswell, NM: Roswell International Air Center","Roswell, NM",NM,35,New Mexico,86,
14683,1468304,33214,SAT,"San Antonio, TX: San Antonio International","San Antonio, TX",TX,48,Texas,74,
14696,1469607,34696,SBN,"South Bend, IN: South Bend International","South Bend, IN",IN,18,Indiana,42,
14711,1471104,34711,SCE,"State College, PA: University Park","State College, PA",PA,42,Pennsylvania,23,
14771,1477103,32457,SFO,"San Francisco, CA: San Francisco International","San Francisco, CA",CA,06,California,91,
14794,1479404,34794,SGU,"St. George, UT: St George Regional","St. George, UT",UT,49,Utah,87,
14828,1482804,34828,SIT,"Sitka, AK: Sitka Rocky Gutierrez","Sitka, AK",AK,02,Alaska,1,
14831,1483105,32457,SJC,"San Jose, CA: Norman Y. Mineta San Jose International","San Jose, CA",CA,06,California,91,
14843,1484305,34819,SJU,"San Juan, PR: Luis Munoz Marin International","San Juan, PR",PR,72,Puerto Rico,3,
15016,1501605,31123,STL,"St. Louis, MO: St Louis Lambert International","St. Louis, MO",MO,29,Missouri,64,
15023,1502304,34433,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County","Santa Rosa, CA",CA,06,California,91,
15249,1524905,35249,TLH,"Tallahassee, FL: Tallahassee International","Tallahassee, FL",FL,12,Florida,33,
15323,1532304,35323,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities","Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,
15380,1538004,35380,TVC,"Traverse City, MI: Cherry Capital","Traverse City, MI",MI,26,Michigan,43,
15412,1541204,35412,TYS,"Knoxville, TN: McGhee Tyson","Knoxville, TN",TN,47,Tennessee,54,
15624,1562403,31504,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach","Valparaiso, FL",FL,12,Florida,33,
15919,1591903,31834,XNA,"Fayetteville, AR: Northwest Arkansas Regional","Fayetteville, AR",AR,05,Arkansas,71,
10157,1015704,30157,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County","Arcata/Eureka, CA",CA,06,California,91,
10170,1017002,30070,ADQ,"Kodiak, AK: Kodiak Airport","Kodiak, AK",AK,02,Alaska,1,
11111,1111103,32474,COU,"Columbia, MO: Columbia Regional","Columbia, MO",MO,29,Missouri,64,
13796,1379606,32457,OAK,"Oakland, CA: Metropolitan Oakland International","Oakland, CA",CA,06,California,91,
